TIME SLOT: extraction/30min Pattern, Confidence-Frequence
Total number of input patterns: 29408
[[[['Normal_T0_0'], ['QuasiPiena_T1_3,QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['1.0 - 117']]
[[[['QuasiPiena_T0_0,Normal_T0_3,QuasiPiena_T0_3,QuasiPiena_T0_3'], ['Normal_T1_3']]], ['0.9691011235955056 - 690']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_0,QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9670886075949368 - 382']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_1,QuasiPiena_T1_1'], ['Normal_T2_1']]], ['0.9668874172185431 - 146']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_1,QuasiPiena_T1_0'], ['Normal_T2_1']]], ['0.9648648648648649 - 357']]
[[[['Normal_T0_0'], ['QuasiPiena_T1_0,QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9648562300319489 - 302']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,QuasiPiena_T0_1,QuasiPiena_T0_1'], ['Normal_T1_1']]], ['0.9644970414201184 - 163']]
[[[['Normal_T0_0'], ['Normal_T1_2,QuasiPiena_T1_2,QuasiPiena_T1_2'], ['Normal_T2_2']]], ['0.9644808743169399 - 1765']]
[[[['QuasiPiena_T0_0'], ['Normal_T1_2,QuasiPiena_T1_2,QuasiPiena_T1_2'], ['Normal_T2_2']]], ['0.9644638403990025 - 1547']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2,QuasiPiena_T1_2'], ['Normal_T2_2']]], ['0.9634551495016611 - 1450']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_2,QuasiPiena_T1_1'], ['Normal_T2_2']]], ['0.963302752293578 - 735']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_3,QuasiPiena_T0_3'], ['Normal_T2_3']]], ['0.963302752293578 - 105']]
[[[['Normal_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_2,QuasiPiena_T1_2'], ['Normal_T2_2']]], ['0.9625730994152046 - 1646']]
[[[['Normal_T0_0,Normal_T0_1,QuasiPiena_T0_1,QuasiPiena_T0_1'], ['Normal_T1_1']]], ['0.9623971797884842 - 819']]
[[[['QuasiPiena_T0_0,Normal_T0_2,QuasiPiena_T0_2,QuasiPiena_T0_2'], ['Normal_T1_2']]], ['0.9621525724423418 - 1627']]
[[[['QuasiPiena_T0_0,Normal_T0_2'], ['QuasiPiena_T1_2,QuasiPiena_T1_2'], ['Normal_T2_2']]], ['0.9618768328445748 - 1312']]
[[[['Normal_T0_0'], ['Normal_T1_3,QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9618104667609618 - 680']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_2,QuasiPiena_T1_2'], ['Normal_T2_2']]], ['0.9612817089452603 - 720']]
[[[['Normal_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_1,QuasiPiena_T1_0'], ['Normal_T2_1']]], ['0.9605263157894737 - 219']]
[[[['QuasiPiena_T0_0,Normal_T0_2,QuasiPiena_T0_3,QuasiPiena_T0_3'], ['Normal_T1_3']]], ['0.959731543624161 - 429']]
[[[['QuasiPiena_T0_0,Normal_T0_3'], ['QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9593639575971732 - 543']]
[[[['Normal_T0_0,Normal_T0_2'], ['QuasiPiena_T1_2,QuasiPiena_T1_2'], ['Normal_T2_2']]], ['0.9590937696664569 - 1524']]
[[[['QuasiPiena_T0_0'], ['Normal_T1_2,QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9584295612009238 - 415']]
[[[['Normal_T0_0,Normal_T0_2,QuasiPiena_T0_2,QuasiPiena_T0_2'], ['Normal_T1_2']]], ['0.9577244258872651 - 1835']]
[[[['Normal_T0_0,Normal_T0_3,QuasiPiena_T0_3,QuasiPiena_T0_3'], ['Normal_T1_3']]], ['0.9575033200531209 - 721']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9568 - 598']]
[[[['Normal_T0_0'], ['Normal_T1_2,QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.95625 - 459']]
[[[['QuasiPiena_T0_0,Normal_T0_3,QuasiPiena_T0_1,QuasiPiena_T0_1'], ['Normal_T1_1']]], ['0.95625 - 306']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_3'], ['Normal_T1_3']]], ['0.9556962025316456 - 755']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,QuasiPiena_T0_1,QuasiPiena_T0_3'], ['Normal_T1_1']]], ['0.9552238805970149 - 256']]
[[[['QuasiPiena_T0_0,Normal_T0_2'], ['QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9550827423167849 - 404']]
[[[['Normal_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_2,QuasiPiena_T1_1'], ['Normal_T2_2']]], ['0.9549041713641488 - 847']]
[[[['Normal_T0_0,QuasiPiena_T0_0,QuasiPiena_T0_1,QuasiPiena_T0_1'], ['Normal_T1_1']]], ['0.9545454545454546 - 546']]
[[[['Normal_T0_0,QuasiPiena_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2'], ['Normal_T1_2']]], ['0.9540740740740741 - 1288']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_3,QuasiPiena_T0_3'], ['Normal_T1_3']]], ['0.9539951573849879 - 394']]
[[[['Normal_T0_0,QuasiPiena_T0_0'], ['Normal_T1_3,Normal_T1_3'], ['Normal_T2_3']]], ['0.9538461538461539 - 620']]
[[[['Normal_T0_0,QuasiPiena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_3'], ['Normal_T1_3']]], ['0.9536423841059603 - 576']]
[[[['Normal_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_2,Normal_T1_1'], ['Normal_T2_2']]], ['0.9529914529914529 - 892']]
[[[['Normal_T0_0'], ['Normal_T1_0,QuasiPiena_T1_2,QuasiPiena_T1_2'], ['Normal_T2_2']]], ['0.9526977087952697 - 1289']]
[[[['QuasiPiena_T0_0,Normal_T0_1'], ['QuasiPiena_T1_1,QuasiPiena_T1_1'], ['Normal_T2_1']]], ['0.95260663507109 - 603']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_2,Normal_T1_1'], ['Normal_T2_2']]], ['0.9525593008739076 - 763']]
[[[['Normal_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2,QuasiPiena_T0_3'], ['Normal_T1_2']]], ['0.9523809523809523 - 640']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2'], ['Normal_T1_2']]], ['0.9522275899087493 - 1774']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2,QuasiPiena_T0_2'], ['Normal_T2_2']]], ['0.9521072796934866 - 497']]
[[[['QuasiPiena_T0_0'], ['Normal_T1_3,Normal_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9520451339915373 - 675']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9516908212560387 - 394']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2,Normal_T0_1'], ['Normal_T1_2']]], ['0.9514563106796117 - 784']]
[[[['Normal_T0_0,Normal_T0_1'], ['QuasiPiena_T1_1,QuasiPiena_T1_1'], ['Normal_T2_1']]], ['0.9514563106796117 - 686']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,QuasiPiena_T0_1'], ['Normal_T1_1']]], ['0.9513641755634639 - 802']]
[[[['Normal_T0_0,Normal_T0_3,QuasiPiena_T0_1,QuasiPiena_T0_1'], ['Normal_T1_1']]], ['0.951048951048951 - 408']]
[[[['Normal_T0_0,Normal_T0_3'], ['QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9509001636661211 - 581']]
[[[['Normal_T0_0'], ['Normal_T1_3,Normal_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9504447268106735 - 748']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2,QuasiPiena_T0_3'], ['Normal_T1_2']]], ['0.9504273504273504 - 556']]
[[[['Normal_T0_0,Normal_T0_2,QuasiPiena_T0_1,QuasiPiena_T0_1'], ['Normal_T1_1']]], ['0.9503649635036496 - 651']]
[[[['Normal_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9502164502164502 - 439']]
[[[['QuasiPiena_T0_0,Normal_T0_2,QuasiPiena_T0_1,QuasiPiena_T0_1'], ['Normal_T1_1']]], ['0.9500924214417745 - 514']]
[[[['QuasiPiena_T0_0'], ['Normal_T1_2,Normal_T1_2,QuasiPiena_T1_2'], ['Normal_T2_2']]], ['0.949468085106383 - 1785']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_2'], ['Normal_T2_2']]], ['0.9491903964265773 - 1700']]
[[[['Normal_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2'], ['Normal_T1_2']]], ['0.9491362763915547 - 1978']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2,QuasiPiena_T0_1'], ['Normal_T1_2']]], ['0.9488859764089121 - 724']]
[[[['Normal_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_2,QuasiPiena_T1_2'], ['Normal_T2_2']]], ['0.94874715261959 - 833']]
[[[['QuasiPiena_T0_0'], ['Normal_T1_0,QuasiPiena_T1_2,QuasiPiena_T1_2'], ['Normal_T2_2']]], ['0.9487179487179487 - 1258']]
[[[['Normal_T0_0,QuasiPiena_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_2'], ['Normal_T2_2']]], ['0.9485179407176287 - 1216']]
[[[['Normal_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_2'], ['Normal_T2_2']]], ['0.9482421875 - 1942']]
[[[['Normal_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_2,QuasiPiena_T1_0'], ['Normal_T2_2']]], ['0.9478827361563518 - 582']]
[[[['Normal_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9476831091180867 - 634']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9473684210526315 - 738']]
[[[['Normal_T0_0,QuasiPiena_T0_0'], ['QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.946843853820598 - 570']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_2,QuasiPiena_T1_0'], ['Normal_T2_2']]], ['0.9468085106382979 - 801']]
[[[['Normal_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_3,QuasiPiena_T0_3'], ['Normal_T2_3']]], ['0.9464285714285714 - 106']]
[[[['Normal_T0_0,Normal_T0_2'], ['QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9463917525773196 - 459']]
[[[['QuasiPiena_T0_0,Normal_T0_1'], ['QuasiPiena_T1_2,QuasiPiena_T1_2'], ['Normal_T2_2']]], ['0.9461444308445532 - 773']]
[[[['Normal_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2,QuasiPiena_T0_1'], ['Normal_T1_2']]], ['0.945516458569807 - 833']]
[[[['Normal_T0_0,Normal_T0_1'], ['QuasiPiena_T1_2,QuasiPiena_T1_2'], ['Normal_T2_2']]], ['0.9452191235059761 - 949']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2,Normal_T0_3'], ['Normal_T1_2']]], ['0.9451219512195121 - 620']]
[[[['Normal_T0_0,QuasiPiena_T0_1,QuasiPiena_T0_1'], ['Normal_T1_1']]], ['0.945010183299389 - 928']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,QuasiPiena_T0_3,QuasiPiena_T0_3'], ['Normal_T1_3']]], ['0.9446153846153846 - 307']]
[[[['Normal_T0_0'], ['Normal_T1_1,QuasiPiena_T1_1,QuasiPiena_T1_1'], ['Normal_T2_1']]], ['0.9445100354191264 - 800']]
[[[['Normal_T0_0'], ['Normal_T1_2,Normal_T1_2,QuasiPiena_T1_2'], ['Normal_T2_2']]], ['0.9438405797101449 - 2084']]
[[[['QuasiPiena_T0_0'], ['Normal_T1_1,QuasiPiena_T1_1,QuasiPiena_T1_1'], ['Normal_T2_1']]], ['0.9431664411366711 - 697']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_1,QuasiPiena_T0_1'], ['Normal_T1_1']]], ['0.9429175475687104 - 446']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9426751592356688 - 296']]
[[[['QuasiPiena_T0_0,Normal_T0_1'], ['QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9421487603305785 - 342']]
[[[['Normal_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_3'], ['Normal_T1_3']]], ['0.9414519906323185 - 804']]
[[[['Normal_T0_0'], ['QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9413833528722158 - 803']]
[[[['Normal_T0_0,Normal_T0_2'], ['QuasiPiena_T1_1,QuasiPiena_T1_1'], ['Normal_T2_1']]], ['0.9408369408369408 - 652']]
[[[['Normal_T0_0,Normal_T0_2,QuasiPiena_T0_3,QuasiPiena_T0_3'], ['Normal_T1_3']]], ['0.9408284023668639 - 477']]
[[[['Normal_T0_0'], ['Normal_T1_2,QuasiPiena_T1_1,QuasiPiena_T1_1'], ['Normal_T2_1']]], ['0.9405320813771518 - 601']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2'], ['QuasiPiena_T1_2'], ['Normal_T2_2']]], ['0.9403183023872679 - 1418']]
[[[['Normal_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2,QuasiPiena_T0_2'], ['Normal_T2_2']]], ['0.9401408450704225 - 534']]
[[[['Normal_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9387755102040817 - 322']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_2,QuasiPiena_T1_3'], ['Normal_T2_2']]], ['0.9383561643835616 - 548']]
[[[['Normal_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_3,QuasiPiena_T0_3'], ['Normal_T1_3']]], ['0.9381898454746137 - 425']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_1,QuasiPiena_T1_1'], ['Normal_T2_1']]], ['0.9379310344827586 - 680']]
[[[['Normal_T0_0,Normal_T0_1'], ['QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9373493975903614 - 389']]
[[[['Normal_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_1,QuasiPiena_T1_1'], ['Normal_T2_1']]], ['0.9368932038834952 - 772']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_3'], ['QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9367521367521368 - 548']]
[[[['Normal_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2'], ['QuasiPiena_T1_2'], ['Normal_T2_2']]], ['0.9366568914956012 - 1597']]
[[[['Normal_T0_0,QuasiPiena_T0_0'], ['Normal_T1_2,Normal_T1_2'], ['Normal_T2_2']]], ['0.9364461738002594 - 1444']]
[[[['Normal_T0_0'], ['Normal_T1_3,Normal_T1_3,QuasiPiena_T1_0'], ['Normal_T2_3']]], ['0.9361702127659575 - 264']]
[[[['Normal_T0_0,QuasiPiena_T0_1,QuasiPiena_T0_1,QuasiPiena_T0_3'], ['Normal_T1_1']]], ['0.9358974358974359 - 292']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_3'], ['Normal_T1_2'], ['Normal_T2_3']]], ['0.9355509355509356 - 450']]
[[[['QuasiPiena_T0_0,Normal_T0_3,Normal_T0_3,QuasiPiena_T0_3'], ['Normal_T1_3']]], ['0.9354838709677419 - 754']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_1,QuasiPiena_T1_1'], ['Normal_T2_1']]], ['0.9352941176470588 - 477']]
[[[['Normal_T0_0'], ['Normal_T1_3,QuasiPiena_T1_1,QuasiPiena_T1_1'], ['Normal_T2_1']]], ['0.9347319347319347 - 401']]
[[[['Normal_T0_0,QuasiPiena_T0_1,QuasiPiena_T0_1,QuasiPiena_T0_1'], ['Normal_T2_1']]], ['0.9345238095238095 - 157']]
[[[['Normal_T0_0'], ['Normal_T1_0,QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9345132743362832 - 528']]
[[[['QuasiPiena_T0_0,Normal_T0_2'], ['QuasiPiena_T1_1,QuasiPiena_T1_1'], ['Normal_T2_1']]], ['0.9343434343434344 - 555']]
[[[['QuasiPiena_T0_0,Normal_T0_2,Normal_T0_2,QuasiPiena_T0_2'], ['Normal_T1_2']]], ['0.9334677419354839 - 1852']]
[[[['QuasiPiena_T0_0'], ['Normal_T1_2,Normal_T1_2,Normal_T1_2'], ['Normal_T2_2']]], ['0.9333333333333333 - 728']]
[[[['Normal_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_1,QuasiPiena_T0_1'], ['Normal_T1_1']]], ['0.9333333333333333 - 518']]
[[[['Normal_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2,Normal_T0_1'], ['Normal_T1_2']]], ['0.9332659251769464 - 923']]
[[[['QuasiPiena_T0_0'], ['Normal_T1_2,QuasiPiena_T1_1,QuasiPiena_T1_1'], ['Normal_T2_1']]], ['0.9330985915492958 - 530']]
[[[['Normal_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_1,QuasiPiena_T1_1'], ['QuasiPiena_T2_1']]], ['0.9329268292682927 - 153']]
[[[['Normal_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_2,QuasiPiena_T1_3'], ['Normal_T2_2']]], ['0.9327354260089686 - 624']]
[[[['Normal_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_1'], ['Normal_T2_1']]], ['0.9324853228962818 - 953']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_3,QuasiPiena_T0_3'], ['Normal_T2_3']]], ['0.9322033898305084 - 385']]
[[[['QuasiPiena_T0_0'], ['Normal_T1_0,QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9321739130434783 - 536']]
[[[['Normal_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_1,QuasiPiena_T1_1'], ['Normal_T2_1']]], ['0.9316939890710383 - 341']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.931350114416476 - 407']]
[[[['Normal_T0_0,QuasiPiena_T0_2'], ['QuasiPiena_T1_1,QuasiPiena_T1_1'], ['Normal_T2_1']]], ['0.9312714776632303 - 542']]
[[[['Normal_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_2,Normal_T1_3'], ['Normal_T2_2']]], ['0.9311224489795918 - 730']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_1'], ['Normal_T2_1']]], ['0.9311111111111111 - 838']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9304635761589404 - 281']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['Normal_T1_3,Normal_T1_3'], ['Normal_T2_3']]], ['0.9301204819277108 - 772']]
[[[['Normal_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2,Normal_T0_3'], ['Normal_T1_2']]], ['0.9300873907615481 - 745']]
[[[['Normal_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_2,QuasiPiena_T1_2'], ['Normal_T2_2']]], ['0.9294964028776979 - 646']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_2,QuasiPiena_T1_2'], ['Normal_T2_2']]], ['0.9293739967897271 - 579']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_1,QuasiPiena_T0_1,QuasiPiena_T0_1'], ['Normal_T2_1']]], ['0.9289940828402367 - 157']]
[[[['Normal_T0_0,QuasiPiena_T0_1'], ['QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9287833827893175 - 313']]
[[[['Normal_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9281183932346723 - 439']]
[[[['Normal_T0_0,Normal_T0_3'], ['QuasiPiena_T1_2,QuasiPiena_T1_2'], ['Normal_T2_2']]], ['0.9270440251572327 - 737']]
[[[['QuasiPiena_T0_0'], ['Normal_T1_3,QuasiPiena_T1_1,QuasiPiena_T1_1'], ['Normal_T2_1']]], ['0.926829268292683 - 342']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_1,QuasiPiena_T1_1'], ['Normal_T2_1']]], ['0.9266802443991853 - 455']]
[[[['QuasiPiena_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_2,Normal_T1_3'], ['Normal_T2_2']]], ['0.9264264264264265 - 617']]
[[[['Normal_T0_0'], ['Normal_T1_0,QuasiPiena_T1_1,QuasiPiena_T1_1'], ['Normal_T2_1']]], ['0.926241134751773 - 653']]
[[[['QuasiPiena_T0_0,Normal_T0_1,QuasiPiena_T0_3,QuasiPiena_T0_3'], ['Normal_T1_3']]], ['0.9255952380952381 - 311']]
[[[['Normal_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_1,QuasiPiena_T1_1'], ['Normal_T2_1']]], ['0.9254545454545454 - 509']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2'], ['Normal_T1_2,Normal_T1_2'], ['Normal_T2_2']]], ['0.9252515572592238 - 1931']]
[[[['QuasiPiena_T0_0,Normal_T0_3'], ['QuasiPiena_T1_2,QuasiPiena_T1_2'], ['Normal_T2_2']]], ['0.9248466257668712 - 603']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2'], ['QuasiPiena_T1_3'], ['Normal_T2_2']]], ['0.9237749546279492 - 509']]
[[[['Normal_T0_0,QuasiPiena_T0_1,QuasiPiena_T0_3,QuasiPiena_T0_3'], ['Normal_T1_3']]], ['0.9237536656891495 - 315']]
[[[['Normal_T0_0,QuasiPiena_T0_3'], ['Normal_T1_3,Normal_T1_3'], ['Normal_T2_3']]], ['0.9234972677595629 - 845']]
[[[['QuasiPiena_T0_0'], ['Normal_T1_0,QuasiPiena_T1_1,QuasiPiena_T1_1'], ['Normal_T2_1']]], ['0.9234104046242775 - 639']]
[[[['QuasiPiena_T0_0'], ['Normal_T1_1,QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9221183800623053 - 296']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_3'], ['Normal_T1_1'], ['Normal_T2_3']]], ['0.9214501510574018 - 305']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_2,QuasiPiena_T0_2'], ['QuasiPiena_T1_1'], ['Normal_T2_2']]], ['0.9210526315789473 - 700']]
[[[['Normal_T0_0'], ['Normal_T1_1,QuasiPiena_T1_3,QuasiPiena_T1_3'], ['Normal_T2_3']]], ['0.9206798866855525 - 325']]
[[[['Normal_T0_0'], ['Normal_T1_2,Normal_T1_2,Normal_T1_2'], ['Normal_T2_2']]], ['0.9198717948717948 - 861']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3'], ['QuasiPiena_T1_1,QuasiPiena_T1_1'], ['Normal_T2_1']]], ['0.9197530864197531 - 298']]
[[[['QuasiPiena_T0_0,QuasiPiena_T0_3,QuasiPiena_T0_3'], ['QuasiPiena_T1_1'], ['Normal_T2_1']]], ['0.9191616766467066 - 307']]
[[[['Normal_T0_0'], ['QuasiPiena_T1_2,QuasiPiena_T1_2,QuasiPiena_T1_2'], ['QuasiPiena_T2_2']]], ['0.9181494661921709 - 516']]
[[[['Normal_T0_0,QuasiPiena_T0_0'], ['QuasiPiena_T1_1,QuasiPiena_T1_1'], ['Normal_T2_1']]], ['0.9177215189873418 - 580']]
